C,SETP.WORLD,DVD_DISPATCHREGIONSUM,AEMO,PUBLIC,2025/02/20,09:44:00,001740008640062,MONTHLY_ARCHIVE,001740008640062
I,DISPATCH,REGIONSUM,8,SETTLEMENTDATE,RUNNO,REGIONID,DISPATCHINTERVAL,INTERVENTION,TOTALDEMAND,AVAILABLEGENERATION,AVAILABLELOAD,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGEGATEDISPATCHERROR,AGGREGATEDISPATCHERROR,LASTCHANGED,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,LORSURPLUS,LRCSURPLUS,TOTALINTERMITTENTGENERATION,DEMAND_AND_NONSCHEDGEN,UIGF,SEMISCHEDULE_CLEAREDMW,SEMISCHEDULE_COMPLIANCEMW,SS_SOLAR_UIGF,SS_WIND_UIGF,SS_SOLAR_CLEAREDMW,SS_WIND_CLEAREDMW,SS_SOLAR_COMPLIANCEMW,SS_WIND_COMPLIANCEMW,WDR_INITIALMW,WDR_AVAILABLE,WDR_DISPATCHED,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECLOCALDISPATCH,LOWER1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,BDU_ENERGY_STORAGE,BDU_MIN_AVAIL,BDU_MAX_AVAIL,BDU_CLEAREDMW_GEN,BDU_CLEAREDMW_LOAD
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:45:00",1,SA1,20250117165,0,1453.86,3254.82415,140,26,1136.04,32,-349.82,0,,,93,,,,,,,,102,,,,,,,,66.76,,,,,,,,101,,,,,,,,92,,,,,,,,97,,,,,,,-18.92812,"2025/01/17 17:40:08",1459.06862,1494,,38,,,,45,,,,,,,,,,,,,,,,,,,292,297,294,328,186,186,145,98,,,0,1494,1661.47815,1056.03795,208.97,422.19782,1239.28033,386.17282,669.86513,48,160.97,0,0,0,422.19782,1146.62633,134,0,288,179,,140,407,0,32
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:45:00",1,TAS1,20250117165,0,1039.52,1961.23651,0,2,628.81,0,-410.71,0,,,22.07,,,,,,,,0,,,,,,,,72.07,,,,,,,,6,,,,,,,,36.8,,,,,,,,36.8,,,,,,,-15.23426,"2025/01/17 17:40:08",1052.75293,1039.52,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,239.020088,210.165349,208.5249,99.714286,183.9751,172.180721,81.138333,,,26.38272,1065.90272,194.23651,194.23651,0,0,194.23651,0,194.23651,0,0,0,0,0,0,194.23651,0.13,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:45:00",1,VIC1,20250117165,0,4515.32,11361.46007,160,47,4896.61,0,381.29,0,,,44.97,,,,,,,,122.97,,,,,,,,77.97,,,,,,,,157.34,,,,,,,,147,,,,,,,,139.27,,,,,,,-3.1629,"2025/01/17 17:40:08",4508.52652,4547.35,,83,,,,43,,,,,,,,,,,,,,,,,,,742,760,762,231,256.974815,232.974815,221.974815,217,,,310.414,4857.764,3382.87426,2416.39132,690.5928,891.3091,2491.56516,640.43336,1775.95796,373.47614,317.11666,0,0,0,841.89491,2491.56516,67,1,175,208,,160,449,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:50:00",1,NSW1,20250117166,0,7854.12,15007.08358,49,17,8777.33,0,923.21,0,,,82,,,,,,,,70,,,,,,,,25,,,,,,,,82,,,,,,,,68,,,,,,,,51,,,,,,,34.47588,"2025/01/17 17:45:07",7852.14016,7906.11,,16,,,,0,,,,,,,,,,,,,,,,,,,479.432715,448.980938,751.295708,160.629588,274,302,332,86.263162,,,219.67326,8125.78326,3962.08358,3615.82833,2812.66395,1985.71961,1976.36397,1785.73059,1830.09774,1484.0286,1328.63535,0,0,0,1985.71961,1976.36397,65,0,111,24,,49,113,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:50:00",1,QLD1,20250117166,0,8458.05,11818.67772,215,0,7927.51,0,-530.54,0,,,15.82,,,,,,,,34,,,,,,,,61,,,,,,,,68,,,,,,,,227,,,,,,,,246.08,,,,,,,-19.39387,"2025/01/17 17:45:07",8529.93417,8487.89,,58,,,,79,,,,,,,,,,,,,,,,,,,479,628,328,584.801486,405,589,325,533.893562,,,34.2,8522.09,1337.67772,1337.64172,0.001,1019.27594,318.40178,1019.27594,318.36578,0,0.001,0,0,0,1019.27594,318.40178,63,0,145,81,,215,423,1,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:50:00",1,SA1,20250117166,0,1481.97,3240.16388,137,24,1216.07,22,-287.89,0,,,111,,,,,,,,143,,,,,,,,74,,,,,,,,99,,,,,,,,99,,,,,,,,95,,,,,,,-16.444,"2025/01/17 17:45:07",1488.74401,1511.23,,27,,,,45,,,,,,,,,,,,,,,,,,,290,295,292,322,202,202,166,64,,,0,1511.23,1651.55888,1136.07219,236.5038,412.16927,1239.38961,379.29327,756.77892,49,187.5038,0,0,0,412.16927,1141.99461,138,2.53,285,192,,137,407,0,22
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:50:00",1,TAS1,20250117166,0,1048.49,1987.08342,0,2,639.78,0,-408.72,0,,,24.06,,,,,,,,74.06,,,,,,,,47.22,,,,,,,,4,,,,,,,,48.48,,,,,,,,48.48,,,,,,,-15.58911,"2025/01/17 17:45:07",1062.08301,1048.49,,50,,,,50,,,,,,,,,,,,,,,,,,,196.025,251.932546,223.148149,213.983666,92.438783,168.9923,157.147811,66.43482,,,25.85199,1074.34199,220.08342,220.08342,0,0,220.08342,0,220.08342,0,0,0,0,0,0,220.08342,2,0,2,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:50:00",1,VIC1,20250117166,0,4584.42,11369.31212,198,46,5009.51,3,422.09,0,,,39.97,,,,,,,,76.29,,,,,,,,67.97,,,,,,,,188.07,,,,,,,,133.08,,,,,,,,135,,,,,,,3.40258,"2025/01/17 17:45:07",4563.69287,4616.49,,59,,,,46,,,,,,,,,,,,,,,,,,,811,839,841,415.92992,233.974815,216.974815,216.974815,274.68862,,,308.877,4925.367,3388.57792,2501.29446,699.12946,872.74177,2515.83615,721.56571,1779.72875,387.25662,311.87284,0,0,0,824.47597,2515.83615,44.19,1,223,192,,198,450,0,3
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:55:00",1,NSW1,20250117167,0,7850.53,14830.40893,50,14,8704.04,0,853.51,0,,,61,,,,,,,,70,,,,,,,,4,,,,,,,,82,,,,,,,,68,,,,,,,,54,,,,,,,42.28357,"2025/01/17 17:50:09",7843.26589,7902.14,,26,,,,0,,,,,,,,,,,,,,,,,,,382.851688,414.35687,710.20854,101.08654,264,292,322,148.677269,,,219.06441,8121.20441,3785.40893,3471.66969,2629.7658,1818.71106,1966.69787,1748.36231,1723.30738,1539.0253,1090.7405,0,0,0,1818.71106,1966.69787,64,0,111,14,,50,113,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:55:00",1,QLD1,20250117167,0,8470.27,11733.03576,195,0,7940.8,0,-529.46,0,,,53.58,,,,,,,,118,,,,,,,,60,,,,,,,,68,,,,,,,,224,,,,,,,,222,,,,,,,-29.4171,"2025/01/17 17:50:09",8528.92324,8500.14,,7,,,,96,,,,,,,,,,,,,,,,,,,380.85572,509.85572,302,631.215105,432,616,330,509.972072,,,32,8532.14,1252.03576,1251.95976,0.001,939.92887,312.10689,939.92887,312.03089,0,0.001,0,0,0,939.92887,312.10689,53,0,125,108,,195,423,1,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:55:00",1,SA1,20250117167,0,1515.11,3281.8192,142,24,1248.2,40,-306.91,0,,,94,,,,,,,,97.82,,,,,,,,63.54,,,,,,,,101,,,,,,,,101,,,,,,,,97,,,,,,,-18.23663,"2025/01/17 17:50:09",1523.24173,1562.97,,39,,,,30,,,,,,,,,,,,,,,,,,,292,297,294,337,186,186,155,115,,,0,1562.97,1696.9632,1168.19805,224.74604,397.66363,1299.29957,368.81863,799.37942,18,206.74604,0,0,0,397.66363,1197.15557,141,3.21,288,179,,142,408,0,40
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:00:00",1,QLD1,20250117168,0,8476.71,11561.7873,194,1,7947.99,0,-528.71,0,,,2,,,,,,,,117,,,,,,,,37,,,,,,,,67,,,,,,,,224,,,,,,,,239,,,,,,,-31.20505,"2025/01/17 17:55:08",8538.21387,8506.53,,1,,,,34,,,,,,,,,,,,,,,,,,,385,508,311,476.605396,433,617,331,573.982882,,,30.6,8537.13,1080.7873,1080.7873,0,762.92633,317.86097,762.92633,317.86097,0,0,0,0,0,762.92633,317.86097,68,0,143,109,,194,423,1,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:55:00",1,TAS1,20250117167,0,1047.63,1982.76067,0,2,637.93,0,-409.69,0,,,23.09,,,,,,,,0,,,,,,,,73.08,,,,,,,,6,,,,,,,,53.47,,,,,,,,53.47,,,,,,,-16.26789,"2025/01/17 17:50:09",1061.89307,1047.63,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,251.565014,222.769449,208.604952,94.743915,171.371,159.534467,66.456462,,,26.26918,1073.89918,215.76067,215.76067,0,0,215.76067,0,215.76067,0,0,0,0,0,0,215.76067,4,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 17:55:00",1,VIC1,20250117167,0,4534.63,11341.15255,206,45,5047.71,1,512.07,0,,,42.97,,,,,,,,113.97,,,,,,,,77.97,,,,,,,,189.84,,,,,,,,135.53,,,,,,,,155.53,,,,,,,0.64456,"2025/01/17 17:50:09",4521.01798,4565.81,,88,,,,44,,,,,,,,,,,,,,,,,,,791,809,810,350,257.974815,227.974815,219.974815,226,,,303.732,4869.542,3358.68914,2509.73695,706.98618,826.99044,2531.6987,706.99885,1802.7381,380.76346,326.22272,0,0,0,780.45385,2531.6987,56.43,1,223,203,,206,450,0,1
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:00:00",1,NSW1,20250117168,0,7812.31,14740.83223,50,8,8669.14,3,853.83,0,,,51,,,,,,,,70,,,,,,,,3,,,,,,,,56.62,,,,,,,,41,,,,,,,,59,,,,,,,45.32936,"2025/01/17 17:55:08",7814.43801,7867.25,,19,,,,29,,,,,,,,,,,,,,,,,,,435.764059,403.186915,701.868194,187.418631,271,299,330,125.745282,,,218.36605,8085.61605,3695.83223,3471.35581,2654.13847,1699.84018,1995.99205,1661.61336,1809.74245,1481.77534,1172.36313,0,0,0,1699.84018,1995.99205,38,0,84,21,,50,113,0,3
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:00:00",1,SA1,20250117168,0,1553.33,3238.59427,126,23,1339.02,17,-231.3,0,,,81,,,,,,,,100,,,,,,,,93.46,,,,,,,,101,,,,,,,,101,,,,,,,,99,,,,,,,-20.02926,"2025/01/17 17:55:08",1576.26664,1577.3,,78,,,,20,,,,,,,,,,,,,,,,,,,292,297,294,317,179,179,143,126,,,0,1577.3,1662.39327,1259.02228,55,381.47536,1280.91791,381.47536,877.54692,0,55,0,0,0,381.47536,1171.11891,141,3.22,288,172,,126,407,0,17
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:00:00",1,TAS1,20250117168,0,1051.39,1985.94849,0,2,642.92,0,-408.46,0,,,11.84,,,,,,,,18.4,,,,,,,,74.31,,,,,,,,6,,,,,,,,42.43,,,,,,,,42.43,,,,,,,-15.31328,"2025/01/17 17:55:08",1064.69971,1051.39,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,249.472086,220.666649,217.587224,96.78168,173.4738,161.6443,68.322582,,,25.82903,1077.21903,218.94849,218.94849,0,0,218.94849,0,218.94849,0,0,0,0,0,0,218.94849,4,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:00:00",1,VIC1,20250117168,0,4594.68,11323.7908,250,35,5084.62,58,431.94,0,,,48.97,,,,,,,,94.97,,,,,,,,71.97,,,,,,,,224,,,,,,,,181.75,,,,,,,,150.75,,,,,,,9.89283,"2025/01/17 17:55:08",4581.51295,4681.22,,142,,,,87,,,,,,,,,,,,,,,,,,,812,840,841,435,248.974815,235.974815,225.974815,195,,,314.13,4995.35,3339.21199,2526.87339,751.54059,818.48612,2520.72587,697.03999,1829.8334,393.93826,357.60233,0,0,0,773.06493,2520.72587,75.77,1,223,211,,250,451,0,58
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:05:00",1,NSW1,20250117169,0,7802.22,14752.30124,48,7,8869.37,0,1067.15,0,,,25,,,,,,,,70,,,,,,,,25,,,,,,,,82,,,,,,,,68,,,,,,,,53,,,,,,,39.02167,"2025/01/17 18:00:08",7814.34039,7859.28,,16,,,,2,,,,,,,,,,,,,,,,,,,413.253698,447.752658,749.756642,153.516727,288,316,357,114.483968,,,214.1029,8073.3829,3703.30383,3703.30124,2876.02544,1726.41634,1976.88749,1726.41375,1976.88749,1522.66121,1353.36423,0,0,0,1726.41375,1976.88749,54.55,0,111,24,,48,113,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:05:00",1,QLD1,20250117169,0,8469.79,11490.86672,201,1,7942.51,0,-527.28,0,,,122,,,,,,,,59,,,,,,,,95,,,,,,,,66,,,,,,,,224,,,,,,,,222,,,,,,,-28.26711,"2025/01/17 18:00:08",8528.20703,8499.51,,4,,,,107,,,,,,,,,,,,,,,,,,,373,496,299,597.991519,411,579,332,482.481588,,,30.1,8529.61,999.86672,999.79872,0.001,686.35659,313.51013,686.35659,313.44213,0,0.001,0,0,0,686.35659,313.51013,54,0,137,111,,201,423,20,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:05:00",1,SA1,20250117169,0,1587.3,3331.56894,119,23,1168.66,11,-429.64,0,,,82.33,,,,,,,,144,,,,,,,,75,,,,,,,,99,,,,,,,,99,,,,,,,,95,,,,,,,-21.82189,"2025/01/17 18:00:08",1603.82833,1609.19,,30,,,,45,,,,,,,,,,,,,,,,,,,290,295,292,311,203,203,163,71,,,0,1609.19,1731.04994,1088.65515,143.82,369.58718,1361.46276,335.79018,752.86497,12,131.82,0,0,0,369.58718,1271.98176,138,3.22,285,193,,119,407,0,11
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:05:00",1,TAS1,20250117169,0,1054.84,1971.33988,0,2,647.66,0,-407.18,0,,,25.6,,,,,,,,75.59,,,,,,,,37.98,,,,,,,,6,,,,,,,,43.97,,,,,,,,43.97,,,,,,,-15.12301,"2025/01/17 18:00:08",1067.9668,1054.84,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,235.50477,206.633449,204.993,99.714286,192.111508,175.724434,82.41216,,,26.44308,1081.28308,204.33988,204.33988,0,0,204.33988,0,204.33988,0,0,0,0,0,0,204.33988,4,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:05:00",1,VIC1,20250117169,0,4715.17,11289.61455,258,36,5284.22,135,434.05,0,,,17,,,,,,,,48.95,,,,,,,,44,,,,,,,,193.82,,,,,,,,147.46,,,,,,,,168.46,,,,,,,4.92542,"2025/01/17 18:00:08",4722.119,4889.59,,110,,,,16,,,,,,,,,,,,,,,,,,,953,991,992,605.24299,246,230,215,187.05498,,,298.71,5188.3,3336.92695,2699.09453,776.46534,783.67928,2553.24767,509.93996,2189.15457,292.80735,483.65799,0,0,0,765.36688,2553.24767,68,1,306.75,188.390244,,258,452,0,135
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:10:00",1,NSW1,20250117170,0,7804.86,14452.55451,47,1,8673.98,0,869.12,0,,,25,,,,,,,,3,,,,,,,,25,,,,,,,,58,,,,,,,,41,,,,,,,,60,,,,,,,36.57915,"2025/01/17 18:05:08",7807.68777,7857.31,,10,,,,14,,,,,,,,,,,,,,,,,,,407.740756,368.148987,654.566433,147.6334,288,317,357,114.178322,,,207.9076,8065.2176,3403.5571,3374.69463,2624.44337,1440.78328,1962.77382,1440.78069,1933.91394,1301.58479,1322.85858,0,0,0,1440.78069,1962.77382,38,0,99,24,,47,113,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:10:00",1,QLD1,20250117170,0,8500.02,11355.53966,221,1,7972.01,0,-528.01,0,,,122,,,,,,,,135,,,,,,,,64,,,,,,,,66,,,,,,,,224,,,,,,,,225,,,,,,,0,"2025/01/17 18:05:08",8517.60254,8529.73,,2,,,,100.5,,,,,,,,,,,,,,,,,,,368,491.144444,298,598.431519,416.54386,575.561404,356.561404,374.535068,,,27.6,8557.33,859.53966,859.21166,0.001,544.10746,315.4322,544.10746,315.1042,0,0.001,0,0,0,544.10746,315.4322,54,0,121,123,,221,423,20,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:10:00",1,SA1,20250117170,0,1624.09,3299.44427,145,21,1446.22,0,-177.87,0,,,92.85,,,,,,,,118,,,,,,,,77.53,,,,,,,,88,,,,,,,,88,,,,,,,,86,,,,,,,0,"2025/01/17 18:05:08",1612.88272,1630.84,,55,,,,42,,,,,,,,,,,,,,,,,,,291,296,293,315,206,206,156,135,,,0,1630.84,1709.65027,1366.21538,200.47,348.69671,1360.95356,348.69671,1017.51867,0,200.47,0,0,0,348.69671,1260.74756,128.11,0,286,199,,145,407,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:10:00",1,TAS1,20250117170,0,1071.84,1979.6682,0,2,662.95,0,-408.89,0,,,23.89,,,,,,,,73.89,,,,,,,,73.89,,,,,,,,6,,,,,,,,45.09,,,,,,,,45.09,,,,,,,0,"2025/01/17 18:05:08",1069.83594,1071.84,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,229.361866,200.461569,198.718556,99.714286,199.07888,181.916955,87.934032,,,26.34816,1098.18816,212.6682,212.6682,0,0,212.6682,0,212.6682,0,0,0,0,0,0,212.6682,4,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:10:00",1,VIC1,20250117170,0,4746.09,10913.46373,265,40,5148.25,39,363.16,0,,,14,,,,,,,,73.72,,,,,,,,43,,,,,,,,232.12,,,,,,,,187.9,,,,,,,,169.9,,,,,,,10.99817,"2025/01/17 18:05:08",4845.39111,4813.69,,93,,,,13.5,,,,,,,,,,,,,,,,,,,937,985,986,512.6875,259,229,219,246.27812,,,298.523,5112.213,2957.54533,2516.6886,677.40014,678.29334,2279.25199,420.79563,2095.89297,160.999,516.40114,0,0,0,662.21174,2279.25199,91,1,269.75,197.390244,,265,453,0,39
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:15:00",1,NSW1,20250117171,0,7763.65,14373.58738,49,-3,8579.68,0,816.02,0,,,25,,,,,,,,32.98,,,,,,,,25,,,,,,,,82,,,,,,,,68,,,,,,,,61.87,,,,,,,39.80205,"2025/01/17 18:10:08",7772.14202,7814.77,,16,,,,2,,,,,,,,,,,,,,,,,,,369.462951,398.092559,690.702927,120.67956,288,317,357,132.912922,,,209.13996,8023.90996,3324.58738,3323.94674,2515.61192,1357.53165,1967.05573,1357.53165,1966.41509,1165.22738,1350.38454,0,0,0,1357.53165,1967.05573,65,0,111,24,,49,113,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:15:00",1,QLD1,20250117171,0,8423.82,11229.71232,255,2,7898.72,0,-525.11,0,,,124,,,,,,,,106,,,,,,,,103,,,,,,,,61,,,,,,,,224,,,,,,,,224,,,,,,,-24.20881,"2025/01/17 18:10:08",8468.69884,8453.15,,24,,,,99,,,,,,,,,,,,,,,,,,,411,552.333333,294,740.72115,440.54386,615.561404,367.561404,547.645982,,,26.1,8479.25,728.71232,728.71232,0.001,408.138,320.57432,408.138,320.57432,0,0.001,0,0,0,408.138,320.57432,50,0,118,123,,255,423,39,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:15:00",1,SA1,20250117171,0,1587.16,3173.21842,190,20,1349.67,0,-237.48,0,,,84.04,,,,,,,,136,,,,,,,,77,,,,,,,,101,,,,,,,,101,,,,,,,,96,,,,,,,-24.30726,"2025/01/17 18:10:08",1600.84216,1594.43,,38,,,,22,,,,,,,,,,,,,,,,,,,291,297,294,300,224,224,196,176,,,0,1594.43,1588.30942,1269.67123,150.85901,323.59763,1264.71179,323.59763,946.0736,0,150.85901,0,0,0,323.59763,1159.62079,140,0,287,214,,190,407,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:15:00",1,TAS1,20250117171,0,1062.57,1984.41653,0,2,653.86,0,-408.71,0,,,24.07,,,,,,,,74.07,,,,,,,,33.4,,,,,,,,6,,,,,,,,57.24,,,,,,,,57.24,,,,,,,-15.40577,"2025/01/17 18:10:08",1075.97888,1062.57,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,243.129763,214.294409,197.893674,99.714286,185.24604,168.037852,76.28099,,,27.05875,1089.62875,217.41653,217.41653,0,0,217.41653,0,217.41653,0,0,0,0,0,0,217.41653,4,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:20:00",1,SA1,20250117172,0,1625.15,3237.49258,202,17,1401.64,0,-223.5,0,,,72.24,,,,,,,,135,,,,,,,,75,,,,,,,,99,,,,,,,,99,,,,,,,,94,,,,,,,-10.71429,"2025/01/17 18:15:08",1627.09485,1632.51,,46,,,,20,,,,,,,,,,,,,,,,,,,289,295,292,300,222,222,200,189,,,0,1632.51,1653.60158,1321.64359,95,299.84873,1353.75285,299.84873,1021.79486,0,95,0,0,0,299.84873,1247.64385,138,0,285,212,,202,407,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:15:00",1,VIC1,20250117171,0,4766.72,11005.5908,157,32,5238.93,0,472.21,0,,,16,,,,,,,,51,,,,,,,,43,,,,,,,,198.16,,,,,,,,134.87,,,,,,,,146,,,,,,,22.30492,"2025/01/17 18:10:08",4789.72193,4795.94,,82,,,,47,,,,,,,,,,,,,,,,,,,875,913,914,448.53125,256,237,223,323,,,309.331,5105.271,3045.13479,2599.30838,683.94199,708.88047,2336.25432,412.18312,2187.12526,160.999,522.94299,0,0,0,696.33648,2336.25432,54.45,1,226.75,205.390244,,157,454,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:20:00",1,NSW1,20250117172,0,7810.97,14238.39501,51,-2,8582.61,0,771.64,0,,,26,,,,,,,,31.21,,,,,,,,26,,,,,,,,85,,,,,,,,68,,,,,,,,62.74,,,,,,,43.02495,"2025/01/17 18:15:08",7832.2084,7863.63,,16,,,,2,,,,,,,,,,,,,,,,,,,325.448358,350.245907,616.982001,23.74011,289,318,358,139.526587,,,206.93235,8070.56235,3189.3976,3189.39501,2458.54119,1209.97313,1979.42447,1209.97054,1979.42447,1118.55945,1339.98174,0,0,0,1209.97054,1979.42447,65,0,111,25,,51,113,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:20:00",1,QLD1,20250117172,0,8441.51,11111.30048,261,2,7906.51,0,-535,0,,,133,,,,,,,,106,,,,,,,,102,,,,,,,,61,,,,,,,,224,,,,,,,,224,,,,,,,-28.9884,"2025/01/17 18:15:08",8499.97864,8471.86,,53,,,,101,,,,,,,,,,,,,,,,,,,402.94512,524.278453,302,647.158071,464.54386,655.561404,377.561404,639.282872,,,23.1,8494.96,620.30048,620.30048,0,294.27743,326.02305,294.27743,326.02305,0,0,0,0,0,294.27743,326.02305,50,0,126,123,,261,423,45,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:20:00",1,TAS1,20250117172,0,1067.85,1981.22977,0,2,659.44,0,-408.41,0,,,24.37,,,,,,,,74.37,,,,,,,,33.96,,,,,,,,6,,,,,,,,56.19,,,,,,,,56.19,,,,,,,-11.17142,"2025/01/17 18:15:08",1077.01697,1067.85,,50,,,,50,,,,,,,,,,,,,,,,,,,198.025,234.408302,205.531809,190.39306,99.714286,194.00864,176.829758,84.7402,,,28.00062,1095.85062,214.22977,214.22977,0,0,214.22977,0,214.22977,0,0,0,0,0,0,214.22977,4,0,4,0,,0,0,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:20:00",1,VIC1,20250117172,0,4794.38,11077.89081,112,32,5309.35,0,514.98,0,,,16,,,,,,,,52,,,,,,,,43,,,,,,,,195.96,,,,,,,,136.74,,,,,,,,147,,,,,,,31.70652,"2025/01/17 18:15:08",4759.93807,4823.71,,45,,,,47,,,,,,,,,,,,,,,,,,,876,914,915,485.09847,281,262,223,320,,,313.81,5137.52,3112.13161,2644.57339,678.72194,608.51998,2503.61163,366.30971,2278.26368,147.33556,531.38638,0,0,0,600.27918,2503.61163,55.22,1,226.75,221.390244,,112,455,0,0
D,DISPATCH,REGIONSUM,8,"2025/01/17 18:25:00",1,NSW1,20250117173,0,7804.36,14030.9136,51,1,8417.14,0,612.78,0,,,26,,,,,,,,33.77,,,,,,,,26,,,,,,,,82,,,,,,,,68,,,,,,,,53,,,,,,,45.08018,"2025/01/17 18:20:08",7820.9013,7857.96,,16,,,,0,,,,,,,,,,,,,,,,,,,364.70952,320.70952,577.06428,99.449127,289,318,358,125.350518,,,202.23429,8060.19429,2981.91619,2981.9136,2297.25704,1002.29354,1979.62265,1002.29095,1979.62265,962.81914,1334.4379,0,0,0,1002.29095,1979.62265,52.2,0,111,25,,51,113,0,0
